
ESTUDIANTE|NOMGRADO|GRUPO|PROMEDIO1|PROMEDIO2|PROMEDIO3|PROMEDIO4|PromedioFinal|PUESTO1|PUESTO2|PUESTO3|PUESTO4|PuestoFinal|SEXO|ViveCon|NUMHERMANO|FechaNacimiento|ESTADCIVIL|ESTRATO|Retirado|ANO|ViveconMadre|ViveconPadre|ViveconAmbos|ViveconOtros|Casados|Solteros|Separados|UnionLibre|Viudo|RetiradoCluster|numgrado|Edad|Hombre|Mujer
201801803 |SEGUNDO                  |03|45,273|44,909|45,455|45,455|45,364|6|6|7|4|6|F|Padre|2 |2012|union libre    |2|0|2019|0|1|0|0|0|0|0|1|0|0|3|7|0|1
201801807 |PRIMERO                  |02|42,600|41,500|42,000|41,400|41,900|21|21|15|17|20|M|Madre,Padre|1 |2012|union libre    |2|2020|2018|0|0|1|0|0|0|0|1|0|0|2|6|1|0
201801808 |PRIMERO                  |01|47,111|42,100|40,800|39,300|42,400|5|10|16|18|12|M|Madre|1 |2011|soltero(a)(os) |2|2020|2018|1|0|0|0|0|1|0|0|0|0|2|7|1|0
201801848 |QUINTO                   |06|43,600|45,600|45,900|45,000|,000|2|1|3|2|1|M|Madre|0 |2010|separado(a)(os)|2|0|2020|1|0|0|0|0|0|1|0|0|0|6|10|1|0
201801910 |CUARTO                   |07|40,600|41,500|44,000|42,100|,000|7|10|4|7|1|M|Padre|1 |2011|union libre    |2|0|2020|0|1|0|0|0|0|0|1|0|0|5|9|1|0
201801910 |TERCERO                  |07|31,900|35,200|40,200|38,000|36,400|22|13|4|7|9|M|Padre|1 |2011|union libre    |2|0|2019|0|1|0|0|0|0|0|1|0|0|4|8|1|0
201801913 |PRIMERO                  |01|36,667|39,000|38,200|32,300|36,600|19|20|20|22|21|M|Madre,Padre|1 |2012|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|2|6|1|0
201801914 |TERCERO                  |03|34,200|37,400|34,100|34,100|35,200|23|18|25|26|22|F|Padre|1 |2009|union libre    |2|0|2018|0|1|0|0|0|0|0|1|0|0|4|9|0|1
201801915 |QUINTO                   |01|44,100|46,400|46,700|45,700|,000|7|8|8|6|1|M|Padre|1 |2009|soltero(a)(os) |2|0|2020|0|1|0|0|0|1|0|0|0|0|6|11|1|0
201801916 |QUINTO                   |02|42,000|47,400|46,800|45,300|,000|19|10|12|12|1|M|Madre,Padre|1 |2010|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|6|10|1|0
201801917 |QUINTO                   |03|43,300|40,900|41,300|41,900|,000|16|21|20|18|1|M|Padre|1 |2009|union libre    |2|0|2020|0|1|0|0|0|0|0|1|0|0|6|11|1|0
201801917 |SEXTO                    |03|34,545|37,818|,000|36,364|,000|23|13|1|19|0|M|Padre|1 |2009|union libre    |2|0|2021|0|1|0|0|0|0|0|1|0|0|7|12|1|0
201801918 |TERCERO                  |03|39,000|38,300|39,900|38,400|39,200|14|16|13|18|14|M|Madre|1 |2009|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|4|9|1|0
201801922 |SEPTIMO                  |04|34,000|28,000|32,545|31,364|,000|24|26|22|24|1|M|Madre|0 |2008|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|8|12|1|0
201801924 |CUARTO                   |01|29,000|37,000|22,000|32,000|30,000|13|11|19|9|11|F|Padre|1 |2008|union libre    |2|0|2018|0|1|0|0|0|0|0|1|0|0|5|10|0|1
201801924 |SEPTIMO                  |07|30,273|29,000|,000|29,909|,000|24|25|1|25|0|F|Padre|1 |2008|union libre    |2|0|2021|0|1|0|0|0|0|0|1|0|0|8|13|0|1
201801925 |CUARTO                   |01|28,000|41,000|35,000|40,000|36,000|14|8|7|2|6|F|Padre|0 |2008|casado(a)(os)  |2|0|2018|0|1|0|0|1|0|0|0|0|0|5|10|0|1
201801925 |SEPTIMO                  |03|39,636|34,727|,000|37,455|,000|13|18|1|16|0|F|Padre|0 |2008|casado(a)(os)  |2|0|2021|0|1|0|0|1|0|0|0|0|0|8|13|0|1
201801925 |SEXTO                    |03|43,818|37,909|39,091|40,182|,000|2|17|11|8|1|F|Padre|0 |2008|casado(a)(os)  |2|0|2020|0|1|0|0|1|0|0|0|0|0|7|12|0|1
201801926 |SEPTIMO                  |01|31,818|36,455|,000|34,273|,000|25|12|1|16|0|F|Madre|1 |2008|soltero(a)(os) |2|0|2021|1|0|0|0|0|1|0|0|0|0|8|13|0|1
201801927 |QUINTO                   |03|39,500|41,000|37,700|36,800|39,000|9|7|16|22|11|F|Madre|2 |2009|soltero(a)(os) |2|0|2019|1|0|0|0|0|1|0|0|0|0|6|10|0|1
201801929 |QUINTO                   |01|36,800|38,900|37,100|36,000|37,300|21|16|21|23|20|M|Madre|1 |2008|soltero(a)(os) |2|0|2019|1|0|0|0|0|1|0|0|0|0|6|11|1|0
201801930 |CUARTO                   |01|44,000|46,000|35,000|36,000|40,000|2|3|7|6|3|F|Madre|2 |2008|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|5|10|0|1
201801930 |SEXTO                    |04|42,091|46,273|37,273|41,818|,000|5|2|14|5|1|F|Madre|2 |2008|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|7|12|0|1
201801933 |SEXTO                    |02|40,727|40,364|39,091|40,091|,000|9|14|9|10|1|F|Madre,Padre|1 |2008|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|7|12|0|1
201801935 |SEXTO                    |01|44,000|42,091|41,000|39,182|42,000|1|4|1|1|1|F|Madre,Padre|1 |2006|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|7|13|0|1
201801937 |OCTAVO                   |01|32,417|35,083|,000|34,083|,000|20|14|1|18|0|F|Padre|1 |2008|union libre    |2|0|2021|0|1|0|0|0|0|0|1|0|0|9|13|0|1
201801938 |SEPTIMO                  |03|34,909|30,818|30,545|32,000|,000|18|27|23|21|1|F|Madre|Na|2007|separado(a)(os)|2|0|2020|1|0|0|0|0|0|1|0|0|0|8|13|0|1
201801938 |SEXTO                    |02|32,727|35,091|36,091|36,636|35,273|27|11|9|7|10|F|Madre|Na|2007|separado(a)(os)|2|0|2019|1|0|0|0|0|0|1|0|0|0|7|12|0|1
201801939 |CUARTO                   |03|38,700|42,900|42,700|41,400|41,600|14|8|9|12|10|F|Padre|1 |2008|union libre    |2|0|2018|0|1|0|0|0|0|0|1|0|0|5|10|0|1
201801943 |QUINTO                   |06|35,100|35,900|35,700|36,200|35,800|14|15|18|7|14|M|Madre,Padre|2 |2006|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|6|12|1|0
201801943 |SEXTO                    |06|33,545|35,727|36,545|37,818|36,000|18|11|13|8|9|M|Madre,Padre|2 |2006|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|7|13|1|0
201801993 |UNDECIMO                 |01|35,500|37,167|,000|36,583|,000|23|17|1|17|0|M|Madre,Padre|1 |2003|casado(a)(os)  |2|0|2021|0|0|1|0|1|0|0|0|0|0|12|18|1|0
201801994 |NOVENO                   |03|30,250|27,833|27,583|28,167|28,500|26|30|31|26|31|M|Madre,Padre|1 |2003|union libre    |2|2020|2018|0|0|1|0|0|0|0|1|0|0|10|15|1|0
201801997 |UNDECIMO                 |01|27,000|24,417|,000|25,917|,000|34|33|1|29|0|M|Madre|0 |2002|soltero(a)(os) |3|0|2021|1|0|0|0|0|1|0|0|0|0|12|19|1|0
201802000 |NOVENO                   |04|43,417|42,500|42,500|42,750|,000|1|3|5|2|1|M|Madre,Padre|1 |2005|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|10|15|1|0
201802002 |OCTAVO                   |02|40,000|38,333|39,000|38,250|39,000|5|6|5|5|4|F|Madre,Padre|1 |2004|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|9|14|0|1
201802002 |UNDECIMO                 |04|38,833|35,583|,000|37,250|,000|10|11|1|12|0|F|Madre,Padre|1 |2004|casado(a)(os)  |2|0|2021|0|0|1|0|1|0|0|0|0|0|12|17|0|1
201802003 |NOVENO                   |02|39,000|36,167|,000|37,833|,000|11|14|1|12|0|M|Madre,Padre|1 |2005|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|10|16|1|0
201802003 |SEPTIMO                  |02|34,636|30,818|34,545|32,545|33,273|16|25|19|22|23|M|Madre,Padre|1 |2005|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|8|13|1|0
201802014 |CUARTO                   |02|42,600|45,700|,000|44,200|,000|18|13|1|15|0|F|Madre,Padre|1 |2011|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|5|10|0|1
201802014 |SEGUNDO                  |02|43,364|41,818|39,727|40,364|41,455|17|15|22|21|17|F|Madre,Padre|1 |2011|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|3|8|0|1
201802015 |OCTAVO                   |03|21,083|19,333|19,333|20,000|,000|30|30|30|31|1|M|Madre|1 |2005|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|9|15|1|0
201802015 |SEPTIMO                  |02|30,182|32,000|33,455|33,818|32,455|22|21|16|22|19|M|Madre|1 |2005|soltero(a)(os) |2|0|2019|1|0|0|0|0|1|0|0|0|0|8|14|1|0
201802024 |SEXTO                    |02|42,182|33,727|,000|38,182|,000|9|16|1|11|0|M|Madre|0 |2009|soltero(a)(os) |2|0|2021|1|0|0|0|0|1|0|0|0|0|7|12|1|0
201802026 |CUARTO                   |01|28,000|25,000|32,000|27,000|28,000|14|19|10|12|13|F|Madre|1 |2008|soltero(a)(os) |2|2020|2018|1|0|0|0|0|1|0|0|0|0|5|10|0|1
201802028 |OCTAVO                   |06|44,500|44,000|43,083|43,833|,000|4|5|8|5|0|F|Madre,Padre|2 |2006|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|9|14|0|1
201802028 |SEXTO                    |06|40,545|40,364|43,727|41,909|41,636|5|4|1|1|3|F|Madre,Padre|2 |2006|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|7|12|0|1
201802030 |CUARTO                   |01|26,000|45,300|,000|35,800|,000|26|15|1|21|0|M|Madre,Padre|1 |2011|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|5|10|1|0
201802030 |PRIMERO                  |01|39,222|39,400|40,800|39,600|40,100|17|18|16|17|17|M|Madre,Padre|1 |2011|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|2|7|1|0
201802032 |UNDECIMO                 |04|38,250|37,833|37,667|37,917|,000|15|19|20|18|1|M|Madre,Padre|2 |2003|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|12|17|1|0
201802033 |QUINTO                   |07|33,700|36,900|34,200|33,200|34,700|17|11|17|16|18|F|Otro|2 |2007|soltero(a)(os) |3|0|2018|0|0|0|1|0|1|0|0|0|0|6|11|0|1
201802034 |CUARTO                   |03|45,000|45,800|,000|45,500|,000|14|11|1|13|0|F|Otro|2 |2011|separado(a)(os)|2|0|2021|0|0|0|1|0|0|1|0|0|0|5|10|0|1
201802037 |QUINTO                   |01|34,700|34,100|34,600|33,400|34,500|15|23|18|24|24|M|Madre,Padre|2 |2010|casado(a)(os)  |2|2019|2019|0|0|1|0|1|0|0|0|0|1|6|9|1|0
201802037 |SEGUNDO                  |03|42,500|33,300|35,900|37,800|37,500|5|23|22|21|18|M|Madre,Padre|2 |2010|casado(a)(os)  |2|2019|2018|0|0|1|0|1|0|0|0|0|0|3|8|1|0
201802040 |DECIMO                   |02|36,333|35,917|36,083|36,333|36,250|11|11|12|18|12|F|Madre,Padre|1 |2003|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|11|16|0|1
201802040 |UNDECIMO                 |02|41,167|40,583|41,083|41,000|,000|14|14|15|14|1|F|Madre,Padre|1 |2003|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|12|17|0|1
201802043 |PRIMERO                  |06|45,800|38,800|36,000|37,300|39,600|1|11|21|16|8|F|Madre|2 |2013|separado(a)(os)|2|0|2019|1|0|0|0|0|0|1|0|0|0|2|6|0|1
201802043 |SEGUNDO                  |06|49,300|44,700|46,100|46,700|,000|4|14|8|10|1|F|Madre|2 |2013|separado(a)(os)|2|0|2020|1|0|0|0|0|0|1|0|0|0|3|7|0|1
201802045 |SEGUNDO                  |01|36,100|27,300|30,100|31,000|,000|29|32|29|24|1|F|Madre,Padre|2 |2012|union libre    |2|2019|2020|0|0|1|0|0|0|0|1|0|0|3|8|0|1
201802046 |QUINTO                   |03|42,800|43,400|44,100|43,300|,000|20|18|13|14|1|M|Madre,Padre|0 |2009|soltero(a)(os) |2|0|2020|0|0|1|0|0|1|0|0|0|0|6|11|1|0
201901661 |PRIMERO                  |01|46,800|45,800|45,000|45,800|,000|8|11|9|10|1|F|Madre|1 |2014|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|2|6|0|1
201901664 |PRIMERO                  |01|45,700|44,700|,000|45,700|,000|15|17|1|15|0|M|Madre|2 |2014|separado(a)(os)|2|0|2021|1|0|0|0|0|0|1|0|0|0|2|7|1|0
201901667 |SEGUNDO                  |02|47,000|47,300|,000|47,200|,000|8|6|1|8|0|M|Padre|1 |2014|union libre    |2|0|2021|0|1|0|0|0|0|0|1|0|0|3|7|1|0
201801989 |SEGUNDO                  |03|41,727|42,455|45,000|40,636|42,727|15|12|8|16|12|M|Madre,Padre|3 |2012|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|3|7|1|0
201801989 |TERCERO                  |03|45,700|45,700|38,900|43,400|,000|3|11|25|18|1|M|Madre,Padre|3 |2012|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|4|8|1|0
201801992 |NOVENO                   |01|35,917|36,583|37,667|34,833|36,333|10|10|8|24|13|F|Madre,Padre|1 |2003|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|10|15|0|1
201801994 |NOVENO                   |04|32,417|30,083|26,083|29,750|29,750|21|25|27|26|27|M|Madre,Padre|1 |2003|union libre    |2|2020|2019|0|0|1|0|0|0|0|1|0|0|10|16|1|0
201801995 |NOVENO                   |04|40,333|42,417|42,333|42,667|42,083|3|2|3|1|2|F|Madre,Padre|1 |2004|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|10|14|0|1
201801996 |NOVENO                   |05|34,000|32,083|37,833|36,750|35,333|14|19|11|14|12|F|Madre,Padre|3 |2002|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|10|16|0|1
201801996 |UNDECIMO                 |01|36,000|36,667|35,417|35,917|,000|25|18|19|22|1|F|Madre,Padre|3 |2002|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|12|18|0|1
201801997 |DECIMO                   |03|32,667|29,750|31,833|30,333|31,167|24|27|23|25|26|M|Madre|0 |2002|soltero(a)(os) |3|0|2019|1|0|0|0|0|1|0|0|0|0|11|17|1|0
201801997 |DECIMO                   |04|33,333|31,000|30,417|32,000|,000|26|24|28|27|1|M|Madre|0 |2002|soltero(a)(os) |3|0|2020|1|0|0|0|0|1|0|0|0|0|11|18|1|0
201801998 |DECIMO                   |01|38,167|37,250|35,500|37,083|,000|15|13|20|17|1|F|Madre,Padre|1 |2004|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|11|16|0|1
201802000 |DECIMO                   |02|42,000|42,333|,000|42,417|,000|6|9|1|7|0|M|Madre,Padre|1 |2005|casado(a)(os)  |2|0|2021|0|0|1|0|1|0|0|0|0|0|11|16|1|0
201802000 |OCTAVO                   |02|41,000|43,167|43,167|40,083|41,917|1|1|1|1|1|M|Madre,Padre|1 |2005|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|9|14|1|0
201802005 |DECIMO                   |02|37,500|40,333|,000|39,167|,000|18|15|1|16|0|F|Madre|1 |2006|soltero(a)(os) |2|0|2021|1|0|0|0|0|1|0|0|0|0|11|15|0|1
201802005 |SEPTIMO                  |01|38,182|40,091|37,727|35,636|38,000|8|8|8|20|9|F|Madre|1 |2006|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|8|12|0|1
201802006 |OCTAVO                   |01|37,083|33,750|34,750|35,167|,000|12|19|18|16|1|M|Madre,Padre|4 |2009|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|9|11|1|0
201802008 |OCTAVO                   |02|37,083|36,000|34,583|32,833|35,250|8|15|18|19|13|F|Madre,Padre|1 |2005|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|9|14|0|1
201802016 |OCTAVO                   |03|29,000|28,750|,000|29,000|,000|26|24|1|26|0|M|Otro|2 |2006|soltero(a)(os) |2|0|2021|0|0|0|1|0|1|0|0|0|0|9|15|1|0
201802016 |SEPTIMO                  |03|33,455|33,727|33,545|33,545|,000|23|21|15|15|1|M|Otro|2 |2006|soltero(a)(os) |2|0|2020|0|0|0|1|0|1|0|0|0|0|8|14|1|0
201802022 |OCTAVO                   |07|40,417|38,333|38,000|40,250|39,333|5|7|6|6|6|F|Madre|1 |2005|soltero(a)(os) |2|2019|2018|1|0|0|0|0|1|0|0|0|0|9|13|0|1
201802024 |QUINTO                   |02|43,200|45,300|36,300|41,600|,000|17|14|26|20|1|M|Madre|0 |2009|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|6|11|1|0
201802024 |TERCERO                  |02|39,700|35,500|39,700|36,200|37,900|20|24|18|23|23|M|Madre|0 |2009|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|4|9|1|0
201802026 |QUINTO                   |01|40,700|43,500|41,800|43,000|42,300|7|2|6|4|5|F|Madre|1 |2008|soltero(a)(os) |2|2020|2019|1|0|0|0|0|1|0|0|0|0|6|11|0|1
201802029 |OCTAVO                   |06|23,250|19,917|18,583|20,750|,000|28|27|28|27|0|M|Madre|1 |2004|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|9|16|1|0
201802033 |SEPTIMO                  |07|46,182|44,727|,000|45,727|,000|2|5|1|3|0|F|Otro|2 |2007|soltero(a)(os) |3|0|2021|0|0|0|1|0|1|0|0|0|0|8|14|0|1
201802037 |CUARTO                   |03|34,700|34,100|34,600|33,400|34,500|15|23|18|24|24|M|Madre,Padre|2 |2010|casado(a)(os)  |2|2019|2019|0|0|1|0|1|0|0|0|0|1|5|9|1|0
201802039 |PRIMERO                  |02|44,200|48,700|49,300|48,400|47,800|19|6|2|3|7|F|Madre|1 |2012|soltero(a)(os) |2|2018|2018|1|0|0|0|0|1|0|0|0|1|2|6|0|1
201802046 |QUINTO                   |01|33,700|37,600|35,400|35,800|35,800|17|14|15|18|17|M|Madre,Padre|0 |2009|soltero(a)(os) |2|0|2019|0|0|1|0|0|1|0|0|0|0|6|10|1|0
201802046 |SEGUNDO                  |03|,000|,000|,000|34,700|34,700|24|24|26|25|23|M|Madre,Padre|0 |2009|soltero(a)(os) |2|0|2018|0|0|1|0|0|1|0|0|0|0|3|9|1|0
201802047 |SEGUNDO                  |02|47,000|46,545|47,545|48,091|47,364|8|6|6|5|5|F|Madre|1 |2010|casado(a)(os)  |2|0|2019|1|0|0|0|1|0|0|0|0|0|3|9|0|1
201901661 |SEGUNDO                  |01|43,100|44,600|,000|44,300|,000|15|13|1|14|0|F|Madre|1 |2014|soltero(a)(os) |2|0|2021|1|0|0|0|0|1|0|0|0|0|3|7|0|1
201701835 |TERCERO                  |03|35,600|34,600|40,500|37,300|37,200|16|17|9|15|16|M|Madre,Padre|3 |2010|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|4|7|1|0
201701838 |CUARTO                   |03|37,700|43,000|40,000|39,700|40,200|9|2|5|9|6|F|Madre|1 |2009|soltero(a)(os) |2|0|2019|1|0|0|0|0|1|0|0|0|0|5|10|0|1
201701838 |SEGUNDO                  |03|41,200|40,900|43,400|42,300|42,100|2|5|3|4|4|F|Madre|1 |2009|soltero(a)(os) |2|0|2017|1|0|0|0|0|1|0|0|0|0|3|8|0|1
201701840 |CUARTO                   |03|36,800|42,300|41,700|43,500|41,200|11|3|2|2|2|F|Madre,Padre|1 |2009|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|5|10|0|1
201701840 |QUINTO                   |01|36,800|42,300|41,700|43,500|41,200|11|3|2|2|2|F|Madre,Padre|1 |2009|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|6|10|0|1
201701840 |TERCERO                  |03|40,900|40,000|43,300|42,900|42,000|4|7|4|2|5|F|Madre,Padre|1 |2009|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|4|8|0|1
201701858 |UNDECIMO                 |04|35,417|33,000|,000|34,583|,000|16|18|1|21|0|M|Madre,Padre|1 |2004|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|12|17|1|0
201701859 |NOVENO                   |04|39,250|41,083|,000|40,417|,000|15|10|1|13|0|M|Madre|1 |2006|soltero(a)(os) |2|0|2021|1|0|0|0|0|1|0|0|0|0|10|15|1|0
201701860 |SEXTO                    |03|35,364|36,273|33,818|32,727|34,727|23|25|25|29|26|F|Madre,Padre|1 |2004|union libre    |2|2018|2017|0|0|1|0|0|0|0|1|0|0|7|13|0|1
201701861 |UNDECIMO                 |04|33,917|35,833|37,833|38,083|36,500|18|11|5|12|11|F|Madre|1 |2002|soltero(a)(os) |2|0|2019|1|0|0|0|0|1|0|0|0|0|12|17|0|1
201701863 |SEGUNDO                  |03|37,300|,000|,000|32,000|37,300|11|20|20|21|15|F|Padre|1 |2009|soltero(a)(os) |2|0|2017|0|1|0|0|0|1|0|0|0|0|3|8|0|1
201701865 |QUINTO                   |06|41,400|42,800|40,700|39,700|41,400|1|1|2|3|1|M|Madre,Padre|1 |2009|casado(a)(os)  |2|2020|2019|0|0|1|0|1|0|0|0|0|0|6|10|1|0
201701866 |CUARTO                   |03|43,600|47,700|47,800|47,000|46,700|6|1|1|1|1|M|Madre,Padre|1 |2008|casado(a)(os)  |2|2020|2018|0|0|1|0|1|0|0|0|0|0|5|10|1|0
201701870 |CUARTO                   |04|34,000|33,833|,000|,000|34,167|20|21|1|1|19|M|Madre,Padre|1 |2004|casado(a)(os)  |2|2019|2019|0|0|1|0|1|0|0|0|0|1|5|15|1|0
201701871 |NOVENO                   |05|29,818|37,273|31,818|33,364|33,455|31|10|26|26|24|F|Madre|2 |2005|soltero(a)(os) |2|0|2017|1|0|0|0|0|1|0|0|0|0|10|12|0|1
201701873 |PRIMERO                  |02|40,100|41,100|42,600|42,300|41,600|23|17|9|12|16|F|Madre,Padre|1 |2010|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|2|7|0|1
201701873 |SEGUNDO                  |02|39,364|39,727|37,727|40,636|39,455|15|19|21|15|15|F|Madre,Padre|1 |2010|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|3|8|0|1
201701877 |QUINTO                   |02|47,900|48,600|49,200|48,800|,000|2|4|3|2|1|M|Madre,Padre|2 |2009|casado(a)(os)  |3|0|2020|0|0|1|0|1|0|0|0|0|0|6|11|1|0
201701877 |SEGUNDO                  |02|46,000|42,182|45,818|46,364|45,273|6|10|2|1|3|M|Madre,Padre|2 |2009|casado(a)(os)  |3|0|2017|0|0|1|0|1|0|0|0|0|0|3|8|1|0
201701878 |DECIMO                   |02|44,417|37,917|41,000|41,000|,000|4|10|12|8|1|F|Madre,Padre|1 |2004|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|11|16|0|1
201701878 |OCTAVO                   |06|44,333|44,083|44,417|43,833|44,333|4|3|3|3|3|F|Madre,Padre|1 |2004|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|9|14|0|1
201701879 |DECIMO                   |04|35,417|34,167|34,000|35,500|34,833|17|14|23|15|17|F|Madre|3 |2002|soltero(a)(os) |2|0|2019|1|0|0|0|0|1|0|0|0|0|11|17|0|1
201701879 |NOVENO                   |05|33,000|30,500|34,833|37,750|34,167|16|26|19|10|15|F|Madre|3 |2002|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|10|16|0|1
201701879 |OCTAVO                   |06|40,750|38,083|38,250|37,250|38,917|2|6|6|5|2|F|Madre|3 |2002|soltero(a)(os) |2|0|2017|1|0|0|0|0|1|0|0|0|0|9|15|0|1
201701884 |QUINTO                   |06|32,400|34,500|33,800|35,100|34,100|22|19|23|13|20|F|Madre|0 |2008|separado(a)(os)|2|0|2018|1|0|0|0|0|0|1|0|0|0|6|10|0|1
201701886 |QUINTO                   |04|35,182|35,727|34,364|,000|35,091|15|14|18|1|17|M|Padre|2 |2005|soltero(a)(os) |2|2018|2018|0|1|0|0|0|1|0|0|0|1|6|13|1|0
201701887 |CUARTO                   |03|42,500|42,700|34,500|36,700|39,300|3|6|25|16|10|F|Padre|2 |2006|union libre    |2|2018|2017|0|1|0|0|0|0|0|1|0|0|5|11|0|1
201701887 |SEPTIMO                  |04|29,909|30,909|30,545|,000|30,273|23|25|27|1|25|F|Padre|2 |2006|union libre    |2|2018|2018|0|1|0|0|0|0|0|1|0|1|8|12|0|1
201701890 |OCTAVO                   |02|38,333|35,900|,000|37,333|,000|10|14|1|9|0|F|Madre|3 |2007|soltero(a)(os) |2|0|2021|1|0|0|0|0|1|0|0|0|0|9|14|0|1
201701891 |CUARTO                   |02|41,300|44,800|45,300|45,300|44,200|9|2|5|4|5|M|Madre,Padre|1 |2009|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|5|10|1|0
201701891 |SEGUNDO                  |02|40,455|40,455|42,364|40,000|40,818|24|18|11|14|18|M|Madre,Padre|1 |2009|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|3|8|1|0
201701894 |OCTAVO                   |03|29,125|28,444|37,500|38,000|36,750|29|30|11|14|13|M|Padre|1 |2003|union libre    |2|2018|2017|0|1|0|0|0|0|0|1|0|0|9|14|1|0
201801944 |TERCERO                  |01|35,400|36,100|40,900|39,100|38,000|23|25|17|19|20|M|Padre|1 |2010|separado(a)(os)|2|0|2019|0|1|0|0|0|0|1|0|0|0|4|9|1|0
201801945 |SEGUNDO                  |07|30,700|34,700|32,900|44,400|35,900|28|27|25|4|22|F|Madre,Padre|2 |2008|casado(a)(os)  |2|2019|2018|0|0|1|0|1|0|0|0|0|0|3|10|0|1
201801948 |CUARTO                   |04|42,833|38,917|35,417|39,000|,000|4|7|11|8|0|M|Madre,Padre|1 |2006|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|5|14|1|0
201801950 |QUINTO                   |06|39,500|38,600|33,800|37,200|,000|10|14|21|18|1|M|Madre,Padre|1 |2009|soltero(a)(os) |2|0|2020|0|0|1|0|0|1|0|0|0|0|6|11|1|0
201801952 |OCTAVO                   |06|42,583|40,917|37,417|34,583|39,000|5|5|9|18|9|F|Madre|2 |2004|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|9|14|0|1
201801953 |OCTAVO                   |06|40,083|39,917|39,833|38,333|39,917|9|8|6|10|6|F|Madre|1 |2005|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|9|13|0|1
201801954 |UNDECIMO                 |03|40,750|36,250|,000|38,750|,000|7|9|1|8|0|M|Madre,Padre|2 |2003|casado(a)(os)  |2|0|2021|0|0|1|0|1|0|0|0|0|0|12|18|1|0
201801955 |PRIMERO                  |07|42,800|41,700|41,600|38,300|41,300|2|2|1|6|1|F|Madre,Padre|3 |2011|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|2|7|0|1
